,Kingdom,Phylum,Class,Order,Family,Genus
ASV_V3V401921,Bacteria,Nitrospirae,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio
ASV_V3V401922,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401924,Bacteria,Patescibacteria,Gracilibacteria,,,
ASV_V3V401925,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401926,Bacteria,Acetothermia,Acetothermiia,,,
ASV_V3V401927,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401928,Bacteria,Gemmatimonadetes,S0134_terrestrial_group,,,
ASV_V3V401933,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,
ASV_V3V401934,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
ASV_V3V401935,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V401936,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_V3V401937,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401939,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,,,
ASV_V3V401940,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV_V3V401941,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V401943,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_V3V401944,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,,
ASV_V3V401945,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401946,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V401948,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401952,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401953,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401956,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401957,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
ASV_V3V401958,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401959,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401960,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_V3V401963,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_V3V401964,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV_V3V401967,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV_V3V401968,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401969,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401971,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V401972,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,,
ASV_V3V401973,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V401974,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter
ASV_V3V401976,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401978,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV_V3V401979,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV_V3V401980,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401982,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401983,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V401984,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,Izimaplasmataceae,Izimaplasma
ASV_V3V401985,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV_V3V401986,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,,
ASV_V3V401987,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V401988,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V401989,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401990,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401992,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401993,Bacteria,Planctomycetes,Phycisphaerae,,,
ASV_V3V401994,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401995,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401996,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,
ASV_V3V401997,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401999,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402000,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402001,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,
ASV_V3V402002,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,
ASV_V3V402003,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V402004,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V402005,Bacteria,Patescibacteria,Parcubacteria,,,
ASV_V3V402006,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402007,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V402008,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402010,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402013,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V402014,Bacteria,Aegiribacteria,,,,
ASV_V3V402015,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402016,Bacteria,Chloroflexi,Dehalococcoidia,FW22,,
ASV_V3V402017,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,,
ASV_V3V402018,Bacteria,Chloroflexi,Dehalococcoidia,661239,,
ASV_V3V402019,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_V3V402020,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V402023,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,
ASV_V3V402025,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,
ASV_V3V402033,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402035,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V402036,Bacteria,Acidobacteria,Subgroup_21,,,
ASV_V3V402037,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis,Dethiosulfatibacter
ASV_V3V402038,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402039,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_V3V402044,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_V3V402045,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,
ASV_V3V402046,Bacteria,Acidobacteria,Subgroup_15,,,
ASV_V3V402047,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_V3V402048,Bacteria,Patescibacteria,ABY1,,,
ASV_V3V402049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V402050,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,
ASV_V3V402051,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402052,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402061,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V402063,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV_V3V402064,Bacteria,Zixibacteria,,,,
ASV_V3V402065,Bacteria,Proteobacteria,Gammaproteobacteria,Milano-WF1B-44,,
ASV_V3V402066,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V402067,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402068,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V402073,Bacteria,Acidobacteria,Holophagae,Subgroup_7,,
ASV_V3V402076,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V402077,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402078,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V402080,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,,
ASV_V3V402081,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_V3V402085,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,Izimaplasmataceae,
ASV_V3V402086,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402087,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V402088,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V402089,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402091,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV_V3V402093,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Acidihalobacteraceae,Acidihalobacter
ASV_V3V402094,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Orenia
ASV_V3V402095,Bacteria,Acidobacteria,Subgroup_9,,,
ASV_V3V402097,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402098,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
ASV_V3V402100,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,,
ASV_V3V402102,Bacteria,Atribacteria,JS1,,,
ASV_V3V402106,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V402110,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV_V3V402111,Bacteria,Acidobacteria,Subgroup_22,,,
ASV_V3V402114,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV_V3V402117,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV_V3V402118,Bacteria,Chloroflexi,Dehalococcoidia,S085,,
ASV_V3V402119,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,,
ASV_V3V402120,Bacteria,Planctomycetes,Pla4_lineage,,,
ASV_V3V402122,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,,
ASV_V3V402123,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter
ASV_V3V402124,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,
ASV_V3V402125,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,,
ASV_V3V402127,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402128,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402129,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V402130,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,,
ASV_V3V402131,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,
ASV_V3V402135,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
ASV_V3V402136,Bacteria,Omnitrophicaeota,,,,
ASV_V3V402137,Bacteria,Chloroflexi,Dehalococcoidia,661239,,
ASV_V3V402138,Bacteria,Planctomycetes,Planctomycetacia,,,
ASV_V3V402139,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402140,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,
ASV_V3V402142,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
ASV_V3V402143,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfonema
ASV_V3V402146,Bacteria,Zixibacteria,,,,
ASV_V3V402148,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402150,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV_V3V402151,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402156,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,,,
ASV_V3V402158,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V402160,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402161,Bacteria,Schekmanbacteria,,,,
ASV_V3V402162,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V402163,Bacteria,Proteobacteria,Deltaproteobacteria,DTB120,,
ASV_V3V402164,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus
ASV_V3V402166,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,
ASV_V3V402169,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_V3V402170,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
ASV_V3V402172,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V402174,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140
ASV_V3V402176,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V402178,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,,
ASV_V3V402181,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,
ASV_V3V402185,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402186,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402190,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter
ASV_V3V402192,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV_V3V402193,Bacteria,,,,,
ASV_V3V402194,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,
ASV_V3V402195,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_V3V402197,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,
ASV_V3V402202,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa
ASV_V3V402204,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae,Halomicronema_TFEP1
ASV_V3V402206,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV_V3V402207,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV_V3V402208,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V402209,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402210,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402211,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V402214,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus
ASV_V3V402215,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V402216,Bacteria,Bacteroidetes,Bacteroidia,,,
ASV_V3V402218,Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,,
ASV_V3V402219,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V402220,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
ASV_V3V402221,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
ASV_V3V402222,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V402223,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402228,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402230,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,
ASV_V3V402231,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,
ASV_V3V402235,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV_V3V402236,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V402237,Bacteria,Chloroflexi,Dehalococcoidia,FW22,,
ASV_V3V402238,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,,
ASV_V3V402240,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V402241,Bacteria,Chloroflexi,Dehalococcoidia,S085,,
ASV_V3V402242,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,
ASV_V3V402243,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,
ASV_V3V402247,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402249,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402250,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V402251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
ASV_V3V402253,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum
ASV_V3V402254,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV_V3V402256,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402257,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,
ASV_V3V402258,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV_V3V402259,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V402261,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V402262,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Sporosalibacterium
ASV_V3V402263,Bacteria,Aegiribacteria,,,,
ASV_V3V402264,Bacteria,TA06,,,,
ASV_V3V402265,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V402266,Bacteria,Patescibacteria,Kazania,,,
ASV_V3V402268,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402269,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylosarcina
ASV_V3V402271,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum
ASV_V3V402272,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,
ASV_V3V402274,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V402275,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB-TL25,
ASV_V3V402281,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Clostridiisalibacter
ASV_V3V402283,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
ASV_V3V402284,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V402286,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402288,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_V3V402289,Bacteria,Patescibacteria,Parcubacteria,,,
ASV_V3V402290,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V402293,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus
ASV_V3V402295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_V3V402298,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,,
ASV_V3V402299,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V402300,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402301,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402305,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
ASV_V3V402306,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV_V3V402307,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402309,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V402313,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV_V3V402314,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiohalomonas
ASV_V3V402317,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_V3V402318,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV_V3V402319,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V402321,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402322,Bacteria,Chloroflexi,Anaerolineae,MSB-5B2,,
ASV_V3V402323,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV_V3V402324,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402325,Bacteria,,,,,
ASV_V3V402328,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,,
ASV_V3V402329,Bacteria,Zixibacteria,,,,
ASV_V3V402330,Bacteria,,,,,
ASV_V3V402337,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V402338,Bacteria,LCP-89,,,,
ASV_V3V402340,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402341,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiogranum
ASV_V3V402342,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV_V3V402343,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV_V3V402344,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402346,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
ASV_V3V402351,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V402353,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402354,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV_V3V402355,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,
ASV_V3V402356,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402363,Bacteria,Zixibacteria,,,,
ASV_V3V402365,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402366,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402367,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402369,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga
ASV_V3V402370,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402374,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,
ASV_V3V402375,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V402379,Bacteria,Planctomycetes,Phycisphaerae,mle1-8,,
ASV_V3V402380,Bacteria,Acetothermia,Acetothermiia,,,
ASV_V3V402382,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402383,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
ASV_V3V402386,Bacteria,Patescibacteria,Gracilibacteria,,,
ASV_V3V402387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V402392,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
